zip_code,city,state,address_example,overall_grade,violent_crime_grade,property_crime_grade,violent_crimes_per_1000,property_crimes_per_1000,total_crimes_per_1000,cost_of_crime_per_household_usd,confidence,retrievedAtUtc
94102,San Francisco,CA,5995 Elm St,D,C,D,13.2,40.7,53.9,579,0.89,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,7576 Canal St,A,F,C,2.1,5.4,7.5,343,0.9,2025-10-26T17:00:57.482ZZ
19104,Philadelphia,PA,8660 Oak St,C,B,B,17.8,49.1,66.9,705,0.8,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,1597 Collins Ave,A,B,F,2.3,8.9,11.2,387,0.85,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,2351 Washington Ave,C,D,A,4.1,13.8,17.9,441,0.9,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,5394 Collins Ave,B,D,D,6.7,21.8,28.5,507,0.83,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,9048 Peachtree St NE,D,C,A,12.5,37.6,50.1,629,0.92,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,1344 Lexington Ave,A,D,C,1.1,3.5,4.6,314,0.85,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,447 Canal St,B,B,F,2.6,7.1,9.7,376,0.9,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,4133 Pine St,B,B,B,5.2,20.5,25.7,481,0.91,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,8671 Fulton St,F,F,C,20.1,59.1,79.2,813,0.9,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,6957 Canal St,F,D,B,44.9,178,222.9,1578,0.82,2025-10-26T17:00:57.482ZZ
10002,New York,NY,419 1st Ave,C,D,D,15.1,41.7,56.8,718,0.88,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,7115 Main St,B,B,C,2.6,10,12.6,393,0.84,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,1315 Elm St,C,F,C,17.7,45.3,63,769,0.92,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,5031 1st Ave,D,C,C,16.7,59.5,76.2,869,0.84,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,9973 Fulton St,B,D,B,9.9,38,47.9,564,0.8,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,9110 Mission St,C,C,D,16.8,57.9,74.7,788,0.82,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,5416 Oak St,C,F,A,6.6,18.1,24.7,494,0.89,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,4117 Elm St,B,B,D,5.7,18.5,24.2,484,0.82,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,430 Washington Ave,D,A,D,8.2,25.2,33.4,462,0.86,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,5989 Fulton St,B,D,B,9.9,35.9,45.8,548,0.91,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,5565 Oak St,D,B,F,33.4,94.5,127.9,717,0.88,2025-10-26T17:00:57.482ZZ
10002,New York,NY,5780 Collins Ave,D,D,C,23.6,93,116.6,741,0.82,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,7637 Oak St,B,F,D,3.6,12.2,15.8,390,0.91,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,2468 Mission St,C,A,D,11.5,35.2,46.7,599,0.89,2025-10-26T17:00:57.482ZZ
48201,Detroit,MI,3761 Fulton St,F,C,B,46.4,138.7,185.1,1657,0.87,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,8342 Maple Ave,F,D,A,26.2,104.2,130.4,951,0.87,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,1351 Washington Ave,C,A,B,14.1,43.3,57.4,622,0.93,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,1408 Market St,D,C,D,21.6,72,93.6,626,0.88,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,5991 Cedar St,B,B,B,6,16.6,22.6,440,0.91,2025-10-26T17:00:57.482ZZ
10003,New York,NY,861 Oak St,F,B,C,40.1,142.5,182.6,873,0.87,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,6887 Elm St,A,D,B,2.5,8.2,10.7,335,0.83,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,6409 Collins Ave,F,D,C,39.4,144.6,184,934,0.84,2025-10-26T17:00:57.482ZZ
10001,New York,NY,3368 Oak St,B,D,D,7.2,26.8,34,557,0.84,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,9309 Peachtree St NE,D,D,D,12.2,31.2,43.4,639,0.9,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,2024 Lexington Ave,B,C,D,9.6,27.4,37,497,0.94,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,8275 Broadway,C,D,D,18.9,72.4,91.3,864,0.82,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,7242 Market St,C,C,C,4.6,16.6,21.2,463,0.92,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,3648 Broadway,C,F,C,7.1,21.2,28.3,417,0.82,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,6096 Broadway,D,F,F,7.6,30.2,37.8,545,0.82,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,5791 Lexington Ave,A,D,C,4.3,11.4,15.7,417,0.81,2025-10-26T17:00:57.482ZZ
33101,Miami,FL,9369 Canal St,D,B,A,19.5,75.3,94.8,906,0.83,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,2074 1st Ave,C,C,C,8.2,22.1,30.3,465,0.83,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,3584 1st Ave,B,C,D,9.8,27.7,37.5,507,0.81,2025-10-26T17:00:57.482ZZ
10002,New York,NY,271 Broadway,B,A,D,7.5,29.5,37,488,0.86,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,6187 Collins Ave,D,A,A,9.5,26.8,36.3,452,0.82,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,1008 Mission St,D,C,B,16.5,46.7,63.2,553,0.88,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,356 Market St,C,B,B,19.2,53.8,73,689,0.93,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,3597 Fulton St,C,C,A,8,26.9,34.9,498,0.94,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,3582 Canal St,A,D,C,3,9.4,12.4,356,0.9,2025-10-26T17:00:57.482ZZ
73102,Oklahoma City,OK,9118 Pine St,C,C,F,16.7,50.2,66.9,547,0.86,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,3374 Mission St,C,D,C,19.9,74.1,94,891,0.85,2025-10-26T17:00:57.482ZZ
48201,Detroit,MI,7524 Elm St,A,A,C,1.7,5.3,7,351,0.86,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,3155 Mission St,D,D,D,21.4,61,82.4,702,0.91,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,8410 Elm St,B,B,C,3.4,9.4,12.8,343,0.9,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,7828 Mission St,D,C,D,15.4,39.9,55.3,574,0.81,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,36 Washington Ave,C,B,F,12.5,47.6,60.1,641,0.82,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,9854 Cedar St,D,F,A,9.1,24.8,33.9,513,0.87,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,8313 Lexington Ave,B,C,D,5.3,15.1,20.4,388,0.86,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,462 Market St,C,D,A,11,31.4,42.4,540,0.92,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,610 1st Ave,C,D,F,12.6,35.3,47.9,459,0.89,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,2367 1st Ave,C,A,C,14.7,39.7,54.4,612,0.87,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,3217 Oak St,D,C,C,29.6,81.7,111.3,1119,0.94,2025-10-26T17:00:57.482ZZ
33101,Miami,FL,6761 Peachtree St NE,D,D,C,28.5,107.3,135.8,1186,0.85,2025-10-26T17:00:57.482ZZ
19104,Philadelphia,PA,9191 Market St,D,C,C,14.1,44.8,58.9,690,0.94,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,4085 Canal St,D,B,F,10.1,31.3,41.4,557,0.94,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,8512 Cedar St,D,C,F,16,58.2,74.2,852,0.94,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,1759 1st Ave,B,F,C,5,14.1,19.1,440,0.9,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,5166 Lexington Ave,C,A,B,4.5,13.9,18.4,405,0.91,2025-10-26T17:00:57.482ZZ
19104,Philadelphia,PA,135 Washington Ave,D,C,B,31.5,112.4,143.9,1240,0.82,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,3014 Elm St,C,D,C,17.3,49,66.3,800,0.94,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,9720 Oak St,B,C,A,7.3,21.4,28.7,521,0.83,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,3484 Canal St,C,C,D,18.2,63.8,82,587,0.81,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,71 Main St,C,B,D,11.5,38.9,50.4,604,0.92,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,4291 Lexington Ave,F,D,F,23.9,72,95.9,629,0.88,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,4018 1st Ave,A,B,D,3.7,13.5,17.2,360,0.92,2025-10-26T17:00:57.482ZZ
33132,Miami,FL,6794 Mission St,B,B,D,5.7,17.5,23.2,422,0.89,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,9364 Market St,D,C,D,22.4,60.9,83.3,685,0.87,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,892 Oak St,C,C,C,12.9,37.5,50.4,668,0.87,2025-10-26T17:00:57.482ZZ
10003,New York,NY,821 Lexington Ave,C,B,B,10.4,30.6,41,520,0.82,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,1490 Oak St,C,F,D,6,17.8,23.8,436,0.88,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,9771 Oak St,C,D,D,13.6,51.5,65.1,747,0.9,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,5626 Elm St,C,F,D,19.9,57.9,77.8,561,0.82,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,2978 Mission St,C,B,A,9.5,31.2,40.7,522,0.92,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,5813 Fulton St,A,F,D,3.9,12.3,16.2,381,0.92,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,8754 Canal St,B,C,C,9.3,33.5,42.8,472,0.86,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,5578 Lexington Ave,C,C,D,6.6,24.9,31.5,402,0.92,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,8549 1st Ave,B,C,C,9,33.3,42.3,554,0.94,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,2177 Collins Ave,C,C,C,16.4,45.1,61.5,503,0.91,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,9011 Collins Ave,F,C,C,18.7,47.8,66.5,639,0.88,2025-10-26T17:00:57.482ZZ
33132,Miami,FL,4446 Market St,B,B,C,8.9,28.4,37.3,454,0.83,2025-10-26T17:00:57.482ZZ
73102,Oklahoma City,OK,401 Canal St,F,D,A,27.7,72.3,100,714,0.91,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,1110 1st Ave,A,B,D,2.1,7.6,9.7,367,0.88,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,7528 Main St,C,B,C,16.5,52.6,69.1,586,0.85,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,7866 Maple Ave,D,F,D,28.3,98.5,126.8,749,0.9,2025-10-26T17:00:57.482ZZ
10002,New York,NY,7572 1st Ave,D,C,D,31.5,106.7,138.2,1212,0.83,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,142 Mission St,C,D,A,10.6,32.4,43,570,0.93,2025-10-26T17:00:57.482ZZ
10002,New York,NY,6599 Washington Ave,D,C,C,21.7,82,103.7,617,0.82,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,6903 Oak St,D,D,F,16.1,62.5,78.6,789,0.94,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,3233 Oak St,B,C,B,5.6,19.3,24.9,496,0.83,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,5912 Canal St,D,D,D,11.1,29.2,40.3,560,0.86,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,9161 Washington Ave,D,F,A,26.8,82,108.8,1122,0.85,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,7692 1st Ave,B,D,F,5.8,16.8,22.6,372,0.81,2025-10-26T17:00:57.482ZZ
33132,Miami,FL,9913 Mission St,D,A,D,22,73,95,1030,0.82,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,7032 1st Ave,D,D,C,18.3,56.5,74.8,775,0.91,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,2838 Elm St,A,B,B,4.2,10.7,14.9,354,0.94,2025-10-26T17:00:57.482ZZ
33132,Miami,FL,5082 Lexington Ave,D,A,C,32.8,97.6,130.4,930,0.92,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,5279 Elm St,F,D,C,14.4,55.9,70.3,839,0.9,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,5593 Lexington Ave,D,F,C,7.9,19.9,27.8,389,0.81,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,5031 Elm St,D,C,F,22.8,76.6,99.4,847,0.82,2025-10-26T17:00:57.482ZZ
33101,Miami,FL,567 Peachtree St NE,A,B,C,1.8,5.9,7.7,342,0.84,2025-10-26T17:00:57.482ZZ
64106,Kansas City,MO,237 Maple Ave,C,C,D,5,16.5,21.5,445,0.86,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,4182 Market St,C,F,C,14.8,44,58.8,602,0.93,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,9193 Lexington Ave,F,C,F,37.1,96.4,133.5,1183,0.82,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,6107 Market St,B,B,C,2.6,9.1,11.7,371,0.84,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,8025 Pine St,F,B,C,49.8,179.7,229.5,1022,0.88,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,9155 Pine St,A,D,D,3.9,10.4,14.3,412,0.91,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,2241 Broadway,B,A,C,4.9,17.8,22.7,440,0.89,2025-10-26T17:00:57.482ZZ
94102,San Francisco,CA,5625 Peachtree St NE,A,C,B,4.6,18.4,23,460,0.94,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,9275 Peachtree St NE,C,B,D,19.3,69.6,88.9,811,0.94,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,8047 Fulton St,D,D,F,34.1,133.9,168,1520,0.88,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,1876 1st Ave,C,F,C,18.5,52.2,70.7,614,0.86,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,2443 Broadway,D,C,C,10.7,27.7,38.4,531,0.81,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,8522 Peachtree St NE,C,B,C,6.3,19.8,26.1,444,0.81,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,2220 Mission St,C,B,D,18.7,48.5,67.2,509,0.8,2025-10-26T17:00:57.482ZZ
64106,Kansas City,MO,9748 Canal St,A,F,A,2.1,8,10.1,347,0.85,2025-10-26T17:00:57.482ZZ
11211,Brooklyn,NY,3626 Elm St,C,B,D,4.3,13.2,17.5,382,0.84,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,8315 Peachtree St NE,C,F,D,13.3,40.3,53.6,565,0.89,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,1864 Elm St,C,F,C,8.2,31.1,39.3,506,0.94,2025-10-26T17:00:57.482ZZ
48201,Detroit,MI,3846 1st Ave,D,D,D,31.7,119.7,151.4,985,0.85,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,4681 Peachtree St NE,D,D,B,10.1,38.8,48.9,474,0.9,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,5572 Oak St,B,D,C,6.5,18.2,24.7,421,0.81,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,7652 Broadway,C,C,B,4.7,18.4,23.1,474,0.91,2025-10-26T17:00:57.482ZZ
10003,New York,NY,9156 Collins Ave,B,C,C,3.6,10.7,14.3,358,0.84,2025-10-26T17:00:57.482ZZ
10001,New York,NY,4598 Pine St,B,F,D,8.7,22,30.7,464,0.85,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,852 Maple Ave,B,B,A,5.4,16.5,21.9,444,0.91,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,3956 Elm St,A,C,A,2.7,7.7,10.4,359,0.83,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,198 Pine St,D,D,C,17,46.8,63.8,520,0.81,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,6480 1st Ave,D,C,C,12,31.1,43.1,496,0.93,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,3519 1st Ave,B,D,B,6.3,16.5,22.8,388,0.81,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,1577 Broadway,B,D,B,6.5,23.2,29.7,471,0.94,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,172 Elm St,D,B,A,25.5,74.7,100.2,1070,0.82,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,533 Peachtree St NE,C,C,D,10.2,27.8,38,430,0.84,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,1710 Washington Ave,B,C,D,7.4,27.2,34.6,474,0.92,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,3650 Pine St,D,F,D,20.4,59.9,80.3,624,0.89,2025-10-26T17:00:57.482ZZ
73102,Oklahoma City,OK,4690 Cedar St,D,C,B,11.5,29,40.5,517,0.86,2025-10-26T17:00:57.482ZZ
73102,Oklahoma City,OK,6817 Elm St,D,D,D,16.8,51.1,67.9,691,0.82,2025-10-26T17:00:57.482ZZ
19104,Philadelphia,PA,5657 Fulton St,F,B,F,39.5,108,147.5,1359,0.94,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,5958 Oak St,C,C,F,12.8,33.9,46.7,551,0.82,2025-10-26T17:00:57.482ZZ
20001,Washington,DC,2511 Collins Ave,D,B,D,24.2,85.5,109.7,715,0.93,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,1364 Collins Ave,C,F,B,8,31.1,39.1,471,0.85,2025-10-26T17:00:57.482ZZ
10001,New York,NY,6134 Washington Ave,C,C,C,5.7,20,25.7,476,0.85,2025-10-26T17:00:57.482ZZ
98101,Seattle,WA,6239 Elm St,D,C,B,13.1,38,51.1,685,0.91,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,9078 Cedar St,C,D,B,8.2,29.5,37.7,483,0.84,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,8040 Washington Ave,D,C,D,18.4,52.2,70.6,787,0.87,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,5404 Canal St,C,C,C,15.6,53.5,69.1,615,0.88,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,2045 Lexington Ave,C,C,A,10.5,37.2,47.7,581,0.93,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,7306 Pine St,B,A,C,5,13.9,18.9,415,0.89,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,9493 Oak St,C,C,C,9.8,33.2,43,535,0.93,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,8041 Main St,A,C,C,3.1,11.1,14.2,389,0.88,2025-10-26T17:00:57.482ZZ
10002,New York,NY,3616 Elm St,F,B,F,24.2,65.2,89.4,694,0.85,2025-10-26T17:00:57.482ZZ
48201,Detroit,MI,6275 Elm St,C,C,F,5.6,21.6,27.2,404,0.81,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,7680 Broadway,C,D,B,11.5,45.2,56.7,539,0.82,2025-10-26T17:00:57.482ZZ
19104,Philadelphia,PA,3479 Lexington Ave,C,D,F,17.4,65.5,82.9,638,0.93,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,8943 Peachtree St NE,C,C,D,12.5,38.5,51,574,0.85,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,570 Pine St,A,C,D,4.1,10.5,14.6,383,0.91,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,7678 Broadway,B,A,D,8.9,30.6,39.5,540,0.86,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,4497 Oak St,B,C,A,3.2,9.3,12.5,399,0.93,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,5795 Cedar St,C,F,F,13.1,49,62.1,647,0.87,2025-10-26T17:00:57.482ZZ
10003,New York,NY,7075 Canal St,F,C,B,35.1,139.2,174.3,1314,0.83,2025-10-26T17:00:57.482ZZ
90001,Los Angeles,CA,3743 Market St,F,C,B,49.1,133.7,182.8,941,0.82,2025-10-26T17:00:57.482ZZ
10002,New York,NY,3402 Collins Ave,C,D,F,7.8,29.9,37.7,550,0.92,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,9575 1st Ave,D,C,D,7.9,25.3,33.2,438,0.84,2025-10-26T17:00:57.482ZZ
75201,Dallas,TX,7248 Lexington Ave,C,D,B,19.5,63.3,82.8,826,0.87,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,1665 Oak St,D,B,C,23.3,80,103.3,1085,0.92,2025-10-26T17:00:57.482ZZ
10001,New York,NY,6400 Canal St,C,B,C,17.8,55.9,73.7,610,0.85,2025-10-26T17:00:57.482ZZ
10001,New York,NY,5799 Collins Ave,D,D,D,32.8,109.5,142.3,1233,0.85,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,4827 Peachtree St NE,C,D,A,5,16.2,21.2,465,0.9,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,4605 Maple Ave,C,D,D,5.4,17.8,23.2,442,0.86,2025-10-26T17:00:57.482ZZ
33101,Miami,FL,2537 Fulton St,C,C,B,4.6,14.5,19.1,367,0.88,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,7228 Oak St,A,D,B,2.4,8.5,10.9,351,0.84,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,6330 Broadway,C,B,D,10.5,41.5,52,539,0.86,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,1513 Broadway,C,C,C,6.2,18.4,24.6,452,0.89,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,5321 Collins Ave,D,C,C,17.2,52.8,70,704,0.93,2025-10-26T17:00:57.482ZZ
10003,New York,NY,5939 Washington Ave,A,F,B,4.4,11.3,15.7,413,0.87,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,9781 Maple Ave,B,D,D,5.3,17,22.3,416,0.86,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,8367 Mission St,C,D,C,5.4,15.6,21,421,0.81,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,7255 Maple Ave,C,B,B,11.9,33.9,45.8,631,0.86,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,6014 Market St,D,B,B,29.9,113,142.9,779,0.85,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,2984 Pine St,C,C,A,5.2,16.5,21.7,397,0.9,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,2393 Market St,A,B,B,4.8,15.8,20.6,406,0.87,2025-10-26T17:00:57.482ZZ
72201,Little Rock,AR,891 Market St,D,D,C,14.2,51,65.2,591,0.92,2025-10-26T17:00:57.482ZZ
94103,San Francisco,CA,2867 Maple Ave,D,B,A,22.6,76.4,99,932,0.84,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,1461 1st Ave,C,D,D,5.7,15.1,20.8,438,0.84,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,3345 Collins Ave,D,F,D,7.6,29.3,36.9,583,0.87,2025-10-26T17:00:57.482ZZ
85001,Phoenix,AZ,1590 Washington Ave,B,A,D,3.6,12.9,16.5,396,0.92,2025-10-26T17:00:57.482ZZ
10001,New York,NY,4488 Peachtree St NE,D,D,D,16.1,40.6,56.7,557,0.85,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,7029 Canal St,C,B,F,7.1,24.3,31.4,467,0.83,2025-10-26T17:00:57.482ZZ
10001,New York,NY,2823 Elm St,B,B,D,4.1,14.5,18.6,369,0.94,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,972 Market St,C,A,B,13.9,42.9,56.8,555,0.8,2025-10-26T17:00:57.482ZZ
33132,Miami,FL,9406 Washington Ave,F,D,B,10.2,26.5,36.7,460,0.87,2025-10-26T17:00:57.482ZZ
37203,Nashville,TN,3871 Collins Ave,D,D,F,13.7,36.2,49.9,577,0.84,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,5106 Cedar St,F,D,D,45,147.6,192.6,1416,0.87,2025-10-26T17:00:57.482ZZ
73102,Oklahoma City,OK,6100 Pine St,D,C,B,25.3,90.6,115.9,768,0.84,2025-10-26T17:00:57.482ZZ
64106,Kansas City,MO,6372 Pine St,C,C,C,12.8,40.6,53.4,678,0.82,2025-10-26T17:00:57.482ZZ
60629,Chicago,IL,3744 Lexington Ave,D,C,B,19.2,54.9,74.1,855,0.86,2025-10-26T17:00:57.482ZZ
60601,Chicago,IL,8242 Pine St,A,A,D,3.2,8.8,12,342,0.89,2025-10-26T17:00:57.482ZZ
73301,Austin,TX,644 Fulton St,F,A,C,37.3,145.6,182.9,1702,0.91,2025-10-26T17:00:57.482ZZ
11201,Brooklyn,NY,4832 Peachtree St NE,B,B,C,2.3,8.6,10.9,355,0.88,2025-10-26T17:00:57.482ZZ
94102,San Francisco,CA,1796 Canal St,C,D,A,7.9,28.7,36.6,465,0.9,2025-10-26T17:00:57.482ZZ
75201,Dallas,TX,6482 Mission St,C,A,D,6.8,17.4,24.2,429,0.83,2025-10-26T17:00:57.482ZZ
10001,New York,NY,547 Broadway,D,F,A,14.5,57.1,71.6,672,0.88,2025-10-26T17:00:57.482ZZ
94102,San Francisco,CA,4472 Maple Ave,D,C,C,31.2,94.4,125.6,1159,0.91,2025-10-26T17:00:57.482ZZ
45202,Cincinnati,OH,9263 Mission St,D,A,B,20.2,54.8,75,561,0.8,2025-10-26T17:00:57.482ZZ
30303,Atlanta,GA,4167 Peachtree St NE,B,B,D,8.4,28.2,36.6,453,0.83,2025-10-26T17:00:57.482ZZ
90011,Los Angeles,CA,7098 Canal St,D,C,F,34.8,130.6,165.4,853,0.82,2025-10-26T17:00:57.482ZZ
94102,San Francisco,CA,6631 Elm St,F,B,B,27.1,74.6,101.7,649,0.95,2025-10-26T17:00:57.482ZZ
80202,Denver,CO,3786 Fulton St,A,D,C,4.6,11.6,16.2,355,0.85,2025-10-26T17:00:57.482ZZ
96813,Honolulu,HI,8275 Market St,B,C,B,6,21.2,27.2,432,0.83,2025-10-26T17:00:57.482ZZ
02115,Boston,MA,8388 Main St,F,C,A,27.8,72,99.8,956,0.91,2025-10-26T17:00:57.482ZZ
77002,Houston,TX,718 Collins Ave,C,F,D,19,69.3,88.3,729,0.81,2025-10-26T17:00:57.482ZZ
